Protein IDs,Majority protein IDs,Peptide counts (unique),Fasta headers,Mol. weight [kDa],Intensity,B1.1_1,B1.1_2,B1.1_3,CT_1,B0.3_1,B0.3_2,B0.3_3,B1.1_4,CT_2,CT_3,B0.3_4,B0.3_5,CT_4,CT_5,B1.1_5
C1JZ66,C1JZ66,6,sp|C1JZ66|IMA8_BOVIN Importin subunit alpha-8 OS=Bos taurus OX=9913 GN=KPNA7 PE=1 SV=2,57.362,293300000,21799000,27529000,23700000,0,21166000,0,28276000,0,27412000,37700000,0,24537000,29723000,0,0
Q3ZBF6;F1MVL2;A0A3Q1LHA3,Q3ZBF6;F1MVL2;A0A3Q1LHA3,5;5;5,"sp|Q3ZBF6|ACADS_BOVIN Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Bos taurus OX=9913 GN=ACADS PE=1 SV=1;tr|F1MVL2|F1MVL2_BOVIN Short-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Bos taurus OX=9913 GN=ACADS PE=3 SV=3;tr|A0A3Q1LH",44.552,256830000,20749000,26290000,0,0,16409000,34066000,0,0,0,0,0,35770000,0,16632000,0
P17248,P17248,5,"sp|P17248|SYWC_BOVIN Tryptophan--tRNA ligase, cytoplasmic OS=Bos taurus OX=9913 GN=WARS1 PE=1 SV=3",53.811,93108000,20747000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MHX8;A0A3Q1MJU0;Q148J4;A0A3Q1M7J6;E1BC58,A0A3Q1MHX8;A0A3Q1MJU0;Q148J4;A0A3Q1M7J6;E1BC58,4;2;2;2;2,"tr|A0A3Q1MHX8|A0A3Q1MHX8_BOVIN RAB2A, member RAS onco family OS=Bos taurus OX=9913 GN=RAB2A PE=1 SV=1;tr|A0A3Q1MJU0|A0A3Q1MJU0_BOVIN RAB2A, member RAS onco family OS=Bos taurus OX=9913 GN=RAB2A PE=4 SV=1;tr|Q148J4|Q148J4_BOVIN RAB2A, member RAS onco family",22.47,331520000,20535000,21188000,0,0,0,0,44389000,0,46807000,51938000,27607000,0,34537000,31407000,0
Q0ZCB4;A0A3Q1MGI2;Q03247;CON__Q03247;A7YWR0;A0A3Q1LPF0;A0A140T881,Q0ZCB4;A0A3Q1MGI2;Q03247;CON__Q03247;A7YWR0;A0A3Q1LPF0;A0A140T881,2;2;2;2;2;2;2,tr|Q0ZCB4|Q0ZCB4_BOVIN Apolipoprotein E (Fragment) OS=Bos taurus OX=9913 PE=3 SV=1;tr|A0A3Q1MGI2|A0A3Q1MGI2_BOVIN Apolipoprotein E OS=Bos taurus OX=9913 GN=APOE PE=3 SV=1;sp|Q03247|APOE_BOVIN Apolipoprotein E OS=Bos taurus OX=9913 GN=APOE PE=1 SV=1;;tr|A7Y,27.073,76247000,20421000,9309400,0,0,0,0,22339000,0,0,0,0,0,0,0,0
F1MKF8;Q3MHW4;Q58DU3,F1MKF8;Q3MHW4,3;3;1,tr|F1MKF8|F1MKF8_BOVIN Sulfide quinone oxidoreductase OS=Bos taurus OX=9913 GN=SQOR PE=1 SV=2;tr|Q3MHW4|Q3MHW4_BOVIN SQRDL protein OS=Bos taurus OX=9913 GN=SQRDL PE=2 SV=1,49.855,75487000,19624000,0,0,0,15201000,0,0,17308000,0,0,0,0,0,0,0
A0A3Q1LJX0;A0A3Q1N1V2;F1MJ59;Q2T9R6,A0A3Q1LJX0;A0A3Q1N1V2;F1MJ59;Q2T9R6,2;2;2;1,tr|A0A3Q1LJX0|A0A3Q1LJX0_BOVIN Omega-amidase NIT2 OS=Bos taurus OX=9913 GN=NIT2 PE=3 SV=1;tr|A0A3Q1N1V2|A0A3Q1N1V2_BOVIN Omega-amidase NIT2 OS=Bos taurus OX=9913 GN=NIT2 PE=3 SV=1;tr|F1MJ59|F1MJ59_BOVIN Omega-amidase NIT2 OS=Bos taurus OX=9913 GN=NIT2 PE=3,30.759,66118000,19129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1MDH3;A0A3Q1MLQ7;A0A3Q1N5M2;A0A3Q1M5E5;A0A3Q1MU54;F1MQI1,F1MDH3;A0A3Q1MLQ7,14;14;3;3;3;3,tr|F1MDH3|F1MDH3_BOVIN Talin 1 OS=Bos taurus OX=9913 GN=TLN1 PE=1 SV=3;tr|A0A3Q1MLQ7|A0A3Q1MLQ7_BOVIN Talin 1 OS=Bos taurus OX=9913 GN=TLN1 PE=1 SV=1,268.2,244910000,18859000,44144000,0,0,30679000,0,0,0,0,0,0,13925000,25172000,0,21494000
E1B9H3;Q0V8K2,E1B9H3,11;5,tr|E1B9H3|E1B9H3_BOVIN Cell cycle and apoptosis regulator 2 OS=Bos taurus OX=9913 GN=CCAR2 PE=4 SV=1,101.93,173510000,18819000,0,0,0,17209000,16868000,0,0,14686000,0,0,0,16501000,18820000,0
F1MNF8,F1MNF8,2,tr|F1MNF8|F1MNF8_BOVIN Tubulin alpha chain OS=Bos taurus OX=9913 GN=LOC100141266 PE=3 SV=1,49.902,351070000,18586000,37728000,0,0,0,0,0,0,66609000,77149000,0,0,0,0,0
REV__Q9BDV1;REV__A0A3Q1MFG4;REV__A0A3Q1MFV5;REV__Q864U1;REV__F1MYX8,REV__Q9BDV1;REV__A0A3Q1MFG4;REV__A0A3Q1MFV5;REV__Q864U1;REV__F1MYX8,1;1;1;1;1,tr|Q9BDV1|Q9BDV1_BOVIN BRCA1 (Fragment) OS=Bos taurus OX=9913 GN=BRCA1 PE=4 SV=1;tr|A0A3Q1MFG4|A0A3Q1MFG4_BOVIN Breast cancer type 1 susceptibility protein homolog OS=Bos taurus OX=9913 GN=BRCA1 PE=4 SV=1;tr|A0A3Q1MFV5|A0A3Q1MFV5_BOVIN Breast cancer type 1,104.27,141510000,18188000,0,0,0,0,0,0,0,0,0,10087000,15786000,0,8316400,0
A0A3Q1NDF8;Q9GLC9;B0JYK2;A0A3Q1LT67,A0A3Q1NDF8;Q9GLC9;B0JYK2;A0A3Q1LT67,4;4;4;4,tr|A0A3Q1NDF8|A0A3Q1NDF8_BOVIN NPC intracellular cholesterol transporter 1 OS=Bos taurus OX=9913 GN=NPC1 PE=3 SV=1;tr|Q9GLC9|Q9GLC9_BOVIN Niemann-Pick type C1 disease protein OS=Bos taurus OX=9913 GN=NPC1 PE=2 SV=1;tr|B0JYK2|B0JYK2_BOVIN NPC intracellular ,139.1,45725000,17763000,8361800,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QQX0,A6QQX0,8,tr|A6QQX0|A6QQX0_BOVIN PBK protein OS=Bos taurus OX=9913 GN=PBK PE=2 SV=1,36.441,136610000,17431000,16258000,0,0,0,0,0,26833000,0,0,0,0,0,0,0
Q4U5R4,Q4U5R4,12,sp|Q4U5R4|RN114_BOVIN E3 ubiquitin-protein ligase RNF114 OS=Bos taurus OX=9913 GN=RNF114 PE=2 SV=1,25.669,274650000,17177000,23970000,34250000,0,0,0,0,0,0,56459000,0,0,0,0,0
A0A3S5ZP98;Q2KJC9;E1BFG0,A0A3S5ZP98;Q2KJC9;E1BFG0,16;16;12,tr|A0A3S5ZP98|A0A3S5ZP98_BOVIN Aldehyde dehydrogenase (NAD(+)) OS=Bos taurus OX=9913 GN=ALDH7A1 PE=3 SV=1;sp|Q2KJC9|AL7A1_BOVIN Alpha-aminoadipic semialdehyde dehydrogenase OS=Bos taurus OX=9913 GN=ALDH7A1 PE=2 SV=4;tr|E1BFG0|E1BFG0_BOVIN Aldehyde dehydrog,58.595,490800000,16821000,22275000,0,0,31235000,42345000,50529000,38150000,0,21329000,82020000,36220000,52627000,60748000,58189000
F1N7I1,F1N7I1,1,tr|F1N7I1|F1N7I1_BOVIN Zinc finger and BTB domain containing 9 OS=Bos taurus OX=9913 GN=ZBTB9 PE=4 SV=2,49.333,33454000,16402000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1NNJ3;P52556,A0A3Q1NNJ3;P52556,3;3,tr|A0A3Q1NNJ3|A0A3Q1NNJ3_BOVIN Flavin reductase (NADPH) OS=Bos taurus OX=9913 GN=BLVRB PE=1 SV=1;sp|P52556|BLVRB_BOVIN Flavin reductase (NADPH) OS=Bos taurus OX=9913 GN=BLVRB PE=1 SV=2,20.511,171010000,16074000,0,15947000,0,27132000,0,0,0,0,0,9750900,0,12274000,18059000,0
E1B8G9,E1B8G9,3,tr|E1B8G9|E1B8G9_BOVIN Histone H2B OS=Bos taurus OX=9913 GN=H2BU1 PE=3 SV=3,13.938,468090000,15782000,0,0,0,0,0,0,0,0,0,24871000,16485000,0,0,21965000
A0A3Q1NLQ9;F1N1T2;A0A3Q1MY58;A0A3Q1M9M4;F1N1T3;A0A3Q1MGG2;A0A3Q1M6L0;A0A3Q1LPG1,A0A3Q1NLQ9;F1N1T2;A0A3Q1MY58;A0A3Q1M9M4;F1N1T3;A0A3Q1MGG2;A0A3Q1M6L0;A0A3Q1LPG1,4;4;4;3;3;3;3;3,tr|A0A3Q1NLQ9|A0A3Q1NLQ9_BOVIN Paralemmin 2 OS=Bos taurus OX=9913 GN=PALM2 PE=1 SV=1;tr|F1N1T2|F1N1T2_BOVIN Paralemmin 2 OS=Bos taurus OX=9913 GN=PALM2 PE=1 SV=3;tr|A0A3Q1MY58|A0A3Q1MY58_BOVIN Paralemmin 2 OS=Bos taurus OX=9913 GN=PALM2 PE=1 SV=1;tr|A0A3Q1,121.4,30903000,15587000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1B7W1;A0A3Q1NI32,E1B7W1;A0A3Q1NI32,13;13,tr|E1B7W1|E1B7W1_BOVIN Thyroid hormone receptor associated protein 3 OS=Bos taurus OX=9913 GN=THRAP3 PE=1 SV=2;tr|A0A3Q1NI32|A0A3Q1NI32_BOVIN Thyroid hormone receptor associated protein 3 OS=Bos taurus OX=9913 GN=THRAP3 PE=1 SV=1,108.76,349360000,15212000,64957000,0,0,0,82683000,0,0,0,0,0,23416000,25009000,12020000,66244000
P05689;A0A3Q1M2V6,P05689,3;1,sp|P05689|CATZ_BOVIN Cathepsin Z OS=Bos taurus OX=9913 GN=CTSZ PE=2 SV=2,33.886,131780000,15045000,26207000,41813000,0,0,0,0,0,0,0,0,0,0,0,0
P00432;A0A3Q1LKF1;A0A3Q1MQP3;A0A411D3E8,P00432;A0A3Q1LKF1;A0A3Q1MQP3,15;14;9;4,sp|P00432|CATA_BOVIN Catalase OS=Bos taurus OX=9913 GN=CAT PE=1 SV=3;tr|A0A3Q1LKF1|A0A3Q1LKF1_BOVIN Catalase OS=Bos taurus OX=9913 GN=CAT PE=1 SV=1;tr|A0A3Q1MQP3|A0A3Q1MQP3_BOVIN Catalase OS=Bos taurus OX=9913 GN=CAT PE=1 SV=1,59.915,213220000,14531000,92118000,0,0,0,0,0,0,0,0,0,0,0,0,0
F6PZJ9;A7YW37,F6PZJ9;A7YW37,4;4,tr|F6PZJ9|F6PZJ9_BOVIN CD58 molecule OS=Bos taurus OX=9913 GN=CD58 PE=4 SV=1;tr|A7YW37|A7YW37_BOVIN CD58 protein (Fragment) OS=Bos taurus OX=9913 GN=CD58 PE=2 SV=1,27.161,117870000,14398000,13357000,0,0,0,0,0,0,0,0,17438000,22863000,0,0,22086000
F1MX61,F1MX61,4,tr|F1MX61|F1MX61_BOVIN Splicing factor 3b subunit 1 OS=Bos taurus OX=9913 GN=SF3B1 PE=3 SV=2,145.86,44847000,14211000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QLX2;F1MM59;Q25BC4,A6QLX2;F1MM59;Q25BC4,10;10;8,tr|A6QLX2|A6QLX2_BOVIN FBL protein (Fragment) OS=Bos taurus OX=9913 GN=FBL PE=2 SV=1;tr|F1MM59|F1MM59_BOVIN Fibrillarin OS=Bos taurus OX=9913 GN=FBL PE=3 SV=2;tr|Q25BC4|Q25BC4_BOVIN Fibrillarin (Fragment) OS=Bos taurus OX=9913 GN=FBL PE=2 SV=1,37.177,265880000,14043000,80636000,0,0,0,0,12360000,0,0,0,0,12959000,0,0,0
A0A3Q1LV94;A0A3Q1MU95;A0A3Q1MBW7;A6QLD6,A0A3Q1LV94;A0A3Q1MU95;A0A3Q1MBW7;A6QLD6,5;5;5;5,tr|A0A3Q1LV94|A0A3Q1LV94_BOVIN Myosin IB OS=Bos taurus OX=9913 GN=MYO1B PE=3 SV=1;tr|A0A3Q1MU95|A0A3Q1MU95_BOVIN Myosin IB OS=Bos taurus OX=9913 GN=MYO1B PE=3 SV=1;tr|A0A3Q1MBW7|A0A3Q1MBW7_BOVIN Myosin IB OS=Bos taurus OX=9913 GN=MYO1B PE=3 SV=1;tr|A6QLD6|,118.71,78852000,13829000,15329000,13030000,0,0,0,0,0,0,0,0,0,0,7283600,0
A7MBI6,A7MBI6,7,tr|A7MBI6|A7MBI6_BOVIN Glyoxalase domain-containing protein 4 OS=Bos taurus OX=9913 GN=GLOD4 PE=1 SV=1,33.252,192750000,13735000,0,0,0,0,0,0,0,0,0,13821000,0,0,13472000,18207000
A0A3Q1LZ31;A5D9G1;Q2KIC1;F1MJP7,A0A3Q1LZ31;A5D9G1;Q2KIC1;F1MJP7,4;4;4;4,tr|A0A3Q1LZ31|A0A3Q1LZ31_BOVIN UDP-N-acetylglucosamine pyrophosphorylase 1 OS=Bos taurus OX=9913 GN=UAP1 PE=4 SV=1;tr|A5D9G1|A5D9G1_BOVIN UDP-N-acteylglucosamine pyrophosphorylase 1 OS=Bos taurus OX=9913 GN=UAP1 PE=2 SV=1;tr|Q2KIC1|Q2KIC1_BOVIN UDP-N-actey,56.888,57592000,13695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1B838,E1B838,5,tr|E1B838|E1B838_BOVIN PIWIL3 OS=Bos taurus OX=9913 GN=PIWIL3 PE=2 SV=3,102.42,58216000,13503000,6490600,30714000,0,0,0,0,0,0,0,0,0,0,0,0
Q3SYW6;A0A3Q1MA60,Q3SYW6;A0A3Q1MA60,5;5,sp|Q3SYW6|EIF3C_BOVIN Eukaryotic translation initiation factor 3 subunit C OS=Bos taurus OX=9913 GN=EIF3C PE=2 SV=1;tr|A0A3Q1MA60|A0A3Q1MA60_BOVIN Eukaryotic translation initiation factor 3 subunit C OS=Bos taurus OX=9913 GN=EIF3CL PE=1 SV=1,105.36,28905000,13339000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3MXK6;Q5EAB4;Q58D04;A0A452DIF4,G3MXK6;Q5EAB4;Q58D04;A0A452DIF4,4;4;2;2,tr|G3MXK6|G3MXK6_BOVIN Chitinase domain-containing protein 1 OS=Bos taurus OX=9913 GN=CHID1 PE=4 SV=2;sp|Q5EAB4|CHID1_BOVIN Chitinase domain-containing protein 1 OS=Bos taurus OX=9913 GN=CHID1 PE=2 SV=1;tr|Q58D04|Q58D04_BOVIN Uncharacterized protein MGC323,43.391,49104000,12779000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1N1H2;A6QQ70,F1N1H2;A6QQ70,1;1,tr|F1N1H2|F1N1H2_BOVIN Microtubule-associated protein 1S OS=Bos taurus OX=9913 GN=MAP1S PE=4 SV=2;sp|A6QQ70|MAP1S_BOVIN Microtubule-associated protein 1S OS=Bos taurus OX=9913 GN=MAP1S PE=2 SV=1,112.48,45576000,12722000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MEC5;A7YW33,A0A3Q1MEC5;A7YW33,3;3,tr|A0A3Q1MEC5|A0A3Q1MEC5_BOVIN DNA polymerase delta interacting protein 3 OS=Bos taurus OX=9913 GN=POLDIP3 PE=4 SV=1;tr|A7YW33|A7YW33_BOVIN DNA polymerase delta interacting protein 3 OS=Bos taurus OX=9913 GN=POLDIP3 PE=2 SV=1,42.953,38847000,11299000,10974000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3T102;A0A3Q1N0V7,Q3T102;A0A3Q1N0V7,3;3,sp|Q3T102|EIF3E_BOVIN Eukaryotic translation initiation factor 3 subunit E OS=Bos taurus OX=9913 GN=EIF3E PE=2 SV=1;tr|A0A3Q1N0V7|A0A3Q1N0V7_BOVIN Eukaryotic translation initiation factor 3 subunit E OS=Bos taurus OX=9913 GN=EIF3E PE=3 SV=1,52.19,65966000,10616000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MJY0;Q2TBP0;F1MBI1,A0A3Q1MJY0;Q2TBP0;F1MBI1,1;1;1,tr|A0A3Q1MJY0|A0A3Q1MJY0_BOVIN Proteasome subunit beta OS=Bos taurus OX=9913 GN=PSMB7 PE=3 SV=1;sp|Q2TBP0|PSB7_BOVIN Proteasome subunit beta type-7 OS=Bos taurus OX=9913 GN=PSMB7 PE=1 SV=1;tr|F1MBI1|F1MBI1_BOVIN Proteasome subunit beta OS=Bos taurus OX=991,29.396,28849000,10376000,5444900,11431000,0,0,0,0,0,0,0,0,0,0,0,0
F1N0F7;Q3T0Z6;A8KC77,F1N0F7;Q3T0Z6,4;3;1,tr|F1N0F7|F1N0F7_BOVIN Eukaryotic translation initiation factor 5 OS=Bos taurus OX=9913 GN=EIF5 PE=3 SV=1;tr|Q3T0Z6|Q3T0Z6_BOVIN eIF5 protein (Fragment) OS=Bos taurus OX=9913 GN=EIF5 PE=2 SV=1,48.971,22843000,9808400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1B6Z7;Q58D49;A0A3Q1NBS4,E1B6Z7;Q58D49;A0A3Q1NBS4,2;2;1,tr|E1B6Z7|E1B6Z7_BOVIN Corrinoid adenosyltransferase OS=Bos taurus OX=9913 GN=MMAB PE=3 SV=3;sp|Q58D49|MMAB_BOVIN Corrinoid adenosyltransferase OS=Bos taurus OX=9913 GN=MMAB PE=2 SV=1;tr|A0A3Q1NBS4|A0A3Q1NBS4_BOVIN Corrinoid adenosyltransferase OS=Bos taur,26.615,24568000,9722400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MKI3;A0A3Q1LLZ5;F1N0Y9,A0A3Q1MKI3;A0A3Q1LLZ5;F1N0Y9,2;2;2,tr|A0A3Q1MKI3|A0A3Q1MKI3_BOVIN Zinc finger RNA binding protein OS=Bos taurus OX=9913 GN=ZFR PE=4 SV=1;tr|A0A3Q1LLZ5|A0A3Q1LLZ5_BOVIN Zinc finger RNA binding protein OS=Bos taurus OX=9913 GN=ZFR PE=4 SV=1;tr|F1N0Y9|F1N0Y9_BOVIN Zinc finger RNA binding prote,86.763,17744000,9696800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MNT6;Q2NKU1;A0A3Q1MT44,A0A3Q1MNT6;Q2NKU1;A0A3Q1MT44,2;2;2,tr|A0A3Q1MNT6|A0A3Q1MNT6_BOVIN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Bos taurus OX=9913 GN=DUT PE=3 SV=1;tr|Q2NKU1|Q2NKU1_BOVIN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Bos taurus OX=9913 GN=DUT PE=2 SV=1;tr|A0A3Q1MT44|A0A3Q1MT44_B,20.24,30185000,9000200,0,18361000,0,0,0,0,0,0,0,0,0,0,0,0
A6H732,A6H732,1,tr|A6H732|A6H732_BOVIN TMX4 protein OS=Bos taurus OX=9913 GN=TMX4 PE=2 SV=1,38.883,14880000,8934500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8YXX8,A8YXX8,2,tr|A8YXX8|A8YXX8_BOVIN BRICK1 subunit of SCAR/WAVE actin nucleating complex OS=Bos taurus OX=9913 GN=BRK1 PE=2 SV=1,8.7308,13293000,8267600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1N3E8;Q0P568,A0A3Q1N3E8;Q0P568,2;1,tr|A0A3Q1N3E8|A0A3Q1N3E8_BOVIN Ubiquitin recognition factor in ER associated degradation 1 OS=Bos taurus OX=9913 GN=UFD1 PE=3 SV=1;tr|Q0P568|Q0P568_BOVIN Ubiquitin fusion degradation 1 like OS=Bos taurus OX=9913 GN=UFD1 PE=2 SV=1,34.484,37429000,7852300,0,9690900,0,0,0,0,0,0,0,0,0,0,0,0
Q2NL36,Q2NL36,2,"tr|Q2NL36|Q2NL36_BOVIN Diablo homolog, mitochondrial OS=Bos taurus OX=9913 GN=DIABLO PE=2 SV=1",26.971,19140000,7424700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A6B9SE69,A0A6B9SE69,1,tr|A0A6B9SE69|A0A6B9SE69_BOVIN Ig lamda chain variable region (Fragment) OS=Bos taurus OX=9913 PE=2 SV=1,11.656,6360700,6360700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1BEN4;A0A3Q1LUY6;A0A3Q1LUF4,E1BEN4;A0A3Q1LUY6;A0A3Q1LUF4,2;1;1,tr|E1BEN4|E1BEN4_BOVIN GDP-mannose pyrophosphorylase A OS=Bos taurus OX=9913 GN=GMPPA PE=1 SV=1;tr|A0A3Q1LUY6|A0A3Q1LUY6_BOVIN GDP-mannose pyrophosphorylase A OS=Bos taurus OX=9913 GN=GMPPA PE=1 SV=1;tr|A0A3Q1LUF4|A0A3Q1LUF4_BOVIN GDP-mannose pyrophosphory,46.207,5575600,5575600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q95KK9;Q9GK68;D0EZ62,Q95KK9;Q9GK68;D0EZ62,4;4;4,tr|Q95KK9|Q95KK9_BOVIN Growth/differentiation factor 9 (Fragment) OS=Bos taurus OX=9913 GN=gdf-9 PE=2 SV=1;sp|Q9GK68|GDF9_BOVIN Growth/differentiation factor 9 OS=Bos taurus OX=9913 GN=GDF9 PE=2 SV=1;tr|D0EZ62|D0EZ62_BOVIN Growth/differentiation factor 9 O,46.275,13104000,5110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MKD0;A0A3Q1MMV0;Q08DK5;A0A452DIH3;A0A3Q1MCB6;A0A3Q1LLL1;A0A3Q1LVS3,A0A3Q1MKD0;A0A3Q1MMV0;Q08DK5;A0A452DIH3;A0A3Q1MCB6;A0A3Q1LLL1;A0A3Q1LVS3,1;1;1;1;1;1;1,tr|A0A3Q1MKD0|A0A3Q1MKD0_BOVIN Endophilin-B2 OS=Bos taurus OX=9913 GN=SH3GLB2 PE=4 SV=1;tr|A0A3Q1MMV0|A0A3Q1MMV0_BOVIN Endophilin-B2 OS=Bos taurus OX=9913 GN=SH3GLB2 PE=4 SV=1;sp|Q08DK5|SHLB2_BOVIN Endophilin-B2 OS=Bos taurus OX=9913 GN=SH3GLB2 PE=2 SV=1;t,41.132,5061400,5061400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1MM36,F1MM36,1,tr|F1MM36|F1MM36_BOVIN Nuclear receptor coactivator 5 OS=Bos taurus OX=9913 GN=NCOA5 PE=4 SV=3,65.561,5044600,5044600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q32PC9,Q32PC9,1,sp|Q32PC9|AR2BP_BOVIN ADP-ribosylation factor-like protein 2-binding protein OS=Bos taurus OX=9913 GN=ARL2BP PE=1 SV=2,18.772,4933500,4933500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KIW9;A0A452DIX8,Q2KIW9;A0A452DIX8,2;2,sp|Q2KIW9|KCY_BOVIN UMP-CMP kinase OS=Bos taurus OX=9913 GN=CMPK1 PE=2 SV=2;tr|A0A452DIX8|A0A452DIX8_BOVIN UMP-CMP kinase OS=Bos taurus OX=9913 GN=CMPK1 PE=3 SV=1,22.279,4589500,4589500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MCR4;Q0V898,A0A3Q1MCR4;Q0V898,2;2,tr|A0A3Q1MCR4|A0A3Q1MCR4_BOVIN Negative elongation factor E OS=Bos taurus OX=9913 GN=NELFE PE=1 SV=1;sp|Q0V898|NELFE_BOVIN Negative elongation factor E OS=Bos taurus OX=9913 GN=NELFE PE=2 SV=1,41.519,4563500,4563500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1LZF6,Q1LZF6,6,tr|Q1LZF6|Q1LZF6_BOVIN Arachidonate--CoA ligase OS=Bos taurus OX=9913 GN=ACSL5 PE=1 SV=1,76.027,12007000,4353600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1N1G7;A0A3Q1MXL6;Q3MHM9;F1MZB0;A0A3Q1MWH8;A0A3Q1MNK8;A0A3Q1LQD8;A7E3C1;Q0II58,F1N1G7;A0A3Q1MXL6,6;6;2;0;0;0;0;0;0,tr|F1N1G7|F1N1G7_BOVIN Kinesin-like protein OS=Bos taurus OX=9913 GN=KIF5B PE=1 SV=2;tr|A0A3Q1MXL6|A0A3Q1MXL6_BOVIN Kinesin-like protein OS=Bos taurus OX=9913 GN=KIF5B PE=1 SV=1,109.78,50439000,4335400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1N6Y7;A0A3Q1MEN0,F1N6Y7;A0A3Q1MEN0,2;1,tr|F1N6Y7|F1N6Y7_BOVIN Eukaryotic translation initiation factor 5B OS=Bos taurus OX=9913 GN=EIF5B PE=1 SV=3;tr|A0A3Q1MEN0|A0A3Q1MEN0_BOVIN Uncharacterized protein OS=Bos taurus OX=9913 PE=4 SV=1,138.33,29884000,4316000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3MYP5;A0A3Q1M9Z4,G3MYP5;A0A3Q1M9Z4,3;3,tr|G3MYP5|G3MYP5_BOVIN Microtubule associated protein 1A OS=Bos taurus OX=9913 GN=MAP1A PE=4 SV=2;tr|A0A3Q1M9Z4|A0A3Q1M9Z4_BOVIN Microtubule associated protein 1A OS=Bos taurus OX=9913 GN=MAP1A PE=4 SV=1,323.81,3846200,3846200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1LQ85;Q5E948;A0A140T8C4,A0A3Q1LQ85;Q5E948;A0A140T8C4,2;2;2,tr|A0A3Q1LQ85|A0A3Q1LQ85_BOVIN OCIA domain containing 1 OS=Bos taurus OX=9913 GN=OCIAD1 PE=4 SV=1;sp|Q5E948|OCAD1_BOVIN OCIA domain-containing protein 1 OS=Bos taurus OX=9913 GN=Ociad1 PE=2 SV=1;tr|A0A140T8C4|A0A140T8C4_BOVIN OCIA domain containing 1 OS=Bo,25.488,8758300,3535200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2TBU9;A0A3Q1M1D5;F1MSD2;A0A3Q1LTA0,Q2TBU9;A0A3Q1M1D5;F1MSD2,14;14;14;5,sp|Q2TBU9|RUVB2_BOVIN RuvB-like 2 OS=Bos taurus OX=9913 GN=RUVBL2 PE=2 SV=3;tr|A0A3Q1M1D5|A0A3Q1M1D5_BOVIN RuvB-like helicase OS=Bos taurus OX=9913 GN=RUVBL2 PE=3 SV=1;tr|F1MSD2|F1MSD2_BOVIN RuvB-like helicase OS=Bos taurus OX=9913 GN=RUVBL2 PE=3 SV=2,51.169,194360000,0,0,0,0,0,0,0,0,0,0,10524000,0,11402000,13156000,0
P00125;Q7YRA7,P00125;Q7YRA7,6;4,"sp|P00125|CY1_BOVIN Cytochrome c1, heme protein, mitochondrial OS=Bos taurus OX=9913 GN=CYC1 PE=1 SV=2;tr|Q7YRA7|Q7YRA7_BOVIN Cytochrome c-1 (Fragment) OS=Bos taurus OX=9913 GN=CYC1 PE=3 SV=1",35.296,247930000,0,0,0,0,0,0,0,0,0,59756000,0,0,0,35921000,0
